Player,Year,PPG,APG,RPG,SPG,BPG,FG%,eFG%,2P%,3P%,FT%,PTS,AST,TRB,STL,BLK,FG,FGA,MP,G,3P,3PA,2P,2PA
Curly Armstrong,1950,7.26984126984127,2.7936507936507935,,,,0.279,0.279,0.279,,0.705,458,176,,,,144,516,,63,,,144,516
Cliff Barker,1950,5.6938775510204085,2.2244897959183674,,,,0.372,0.372,0.372,,0.708,279,109,,,,102,274,,49,,,102,274
Leo Barnhorst,1950,6.537313432835821,2.08955223880597,,,,0.349,0.349,0.349,,0.698,438,140,,,,174,499,,67,,,174,499
Ed Bartels,1950,4.2,1.3333333333333333,,,,0.256,0.256,0.256,,0.559,63,20,,,,22,86,,15,,,22,86
Ralph Beard,1950,14.916666666666666,3.8833333333333333,,,,0.363,0.363,0.363,,0.762,895,233,,,,340,936,,60,,,340,936
Gene Berce,1950,3.3333333333333335,0.6666666666666666,,,,0.313,0.313,0.313,,0.0,10,2,,,,5,16,,3,,,5,16
Charlie Black,1950,10.169230769230769,2.5076923076923077,,,,0.278,0.278,0.278,,0.651,661,163,,,,226,813,,65,,,226,813
Nelson Bobb,1950,4.245614035087719,0.8070175438596491,,,,0.323,0.323,0.323,,0.626,242,46,,,,80,248,,57,,,80,248
Jake Bornheimer,1950,4.233333333333333,0.6666666666666666,,,,0.289,0.289,0.289,,0.667,254,40,,,,88,305,,60,,,88,305
Vince Boryla,1950,10.372881355932204,1.6101694915254237,,,,0.34,0.34,0.34,,0.764,612,95,,,,204,600,,59,,,204,600
Don Boven,1950,10.580645161290322,2.2096774193548385,,,,0.373,0.373,0.373,,0.688,656,137,,,,208,558,,62,,,208,558
Harry Boykoff,1950,12.770491803278688,2.442622950819672,,,,0.413,0.413,0.413,,0.775,779,149,,,,288,698,,61,,,288,698
Joe Bradley,1950,1.891304347826087,0.782608695652174,,,,0.269,0.269,0.269,,0.395,87,36,,,,36,134,,46,,,36,134
Bob Brannum,1950,12.084745762711865,3.4745762711864407,,,,0.326,0.326,0.326,,0.69,713,205,,,,234,718,,59,,,234,718
Carl Braun,1950,15.388059701492537,3.6865671641791047,,,,0.364,0.364,0.364,,0.762,1031,247,,,,373,1024,,67,,,373,1024
Frankie Brian,1950,17.78125,2.953125,,,,0.318,0.318,0.318,,0.824,1138,189,,,,368,1156,,64,,,368,1156
Price Brookfield,1950,4.857142857142857,0.14285714285714285,,,,0.478,0.478,0.478,,0.923,34,1,,,,11,23,,7,,,11,23
Bob Brown,1950,11.67741935483871,1.6290322580645162,,,,0.361,0.361,0.361,,0.683,724,101,,,,276,764,,62,,,276,764
Jim Browne,1950,1.5161290322580645,0.25806451612903225,,,,0.354,0.354,0.354,,0.481,47,8,,,,17,48,,31,,,17,48
Walt Budko,1950,9.015151515151516,2.212121212121212,,,,0.304,0.304,0.304,,0.757,595,146,,,,198,652,,66,,,198,652
Jack Burmaster,1950,9.80327868852459,2.9344262295081966,,,,0.333,0.333,0.333,,0.681,598,179,,,,237,711,,61,,,237,711
Tommy Byrnes,1950,6.169811320754717,1.6603773584905661,,,,0.302,0.302,0.302,,0.702,327,88,,,,120,397,,53,,,120,397
Bill Calhoun,1950,9.03225806451613,1.8548387096774193,,,,0.377,0.377,0.377,,0.719,560,115,,,,207,549,,62,,,207,549
Don Carlson,1950,4.684210526315789,1.3333333333333333,,,,0.341,0.341,0.341,,0.726,267,76,,,,99,290,,57,,,99,290
Bob Carpenter,1950,9.303030303030303,1.393939393939394,,,,0.344,0.344,0.344,,0.742,614,92,,,,212,617,,66,,,212,617
Jake Carter,1950,3.4166666666666665,1.0,,,,0.307,0.307,0.307,,0.679,82,24,,,,23,75,,24,,,23,75
Al Cervi*,1950,10.232142857142858,4.714285714285714,,,,0.332,0.332,0.332,,0.829,573,264,,,,143,431,,56,,,143,431
John Chaney,1950,4.375,1.25,,,,0.291,0.291,0.291,,0.69,70,20,,,,25,86,,16,,,25,86
Leroy Chollet,1950,3.204081632653061,0.7551020408163265,,,,0.341,0.341,0.341,,0.625,157,37,,,,61,179,,49,,,61,179
Bill Closs,1950,11.75,2.5,,,,0.315,0.315,0.315,,0.718,752,160,,,,283,898,,64,,,283,898
Paul Cloyd,1950,2.7142857142857144,0.2857142857142857,,,,0.269,0.269,0.269,,0.625,19,2,,,,7,26,,7,,,7,26
Jack Coleman,1950,8.676470588235293,2.25,,,,0.377,0.377,0.377,,0.744,590,153,,,,250,663,,68,,,250,663
Bobby Cook,1950,11.509803921568627,3.0980392156862746,,,,0.358,0.358,0.358,,0.79,587,158,,,,222,620,,51,,,222,620
Ray Corley,1950,5.15,1.8166666666666667,,,,0.316,0.316,0.316,,0.615,309,109,,,,117,370,,60,,,117,370
Jack Cotton,1950,5.111111111111111,1.2037037037037037,,,,0.292,0.292,0.292,,0.509,276,65,,,,97,332,,54,,,97,332
Dillard Crocker,1950,13.641509433962264,1.6037735849056605,,,,0.292,0.292,0.292,,0.735,723,85,,,,245,840,,53,,,245,840
Chink Crossin,1950,7.015625,2.3125,,,,0.322,0.322,0.322,,0.782,449,148,,,,185,574,,64,,,185,574
Fran Curran,1950,5.984848484848484,1.0757575757575757,,,,0.417,0.417,0.417,,0.826,395,71,,,,98,235,,66,,,98,235
Jimmy Darden,1950,8.115384615384615,2.576923076923077,,,,0.321,0.321,0.321,,0.688,211,67,,,,78,243,,26,,,78,243
Bob Davies*,1950,13.984375,4.59375,,,,0.357,0.357,0.357,,0.752,895,294,,,,317,887,,64,,,317,887
Hook Dillon,1950,1.6363636363636365,0.22727272727272727,,,,0.182,0.182,0.182,,0.727,36,5,,,,10,55,,22,,,10,55
Earl Dodd,1950,1.6666666666666667,0.6666666666666666,,,,0.222,0.222,0.222,,0.6,15,6,,,,6,27,,9,,,6,27
Joe Dolhon,1950,6.921875,2.421875,,,,0.312,0.312,0.312,,0.734,443,155,,,,143,458,,64,,,143,458
Bob Doll,1950,6.702127659574468,2.297872340425532,,,,0.346,0.346,0.346,,0.658,315,108,,,,120,347,,47,,,120,347
Harry Donovan,1950,5.622222222222222,0.8444444444444444,,,,0.327,0.327,0.327,,0.689,253,38,,,,90,275,,45,,,90,275
Andy Duncan,1950,4.626865671641791,0.6268656716417911,,,,0.433,0.433,0.433,,0.556,310,42,,,,125,289,,67,,,125,289
Dike Eddleman,1950,12.90625,2.21875,,,,0.366,0.366,0.366,,0.623,826,142,,,,332,906,,64,,,332,906
Gene Englund,1950,7.826086956521739,0.8913043478260869,,,,0.38,0.38,0.38,,0.792,360,41,,,,104,274,,46,,,104,274
Bob Evans,1950,3.021276595744681,1.1702127659574468,,,,0.28,0.28,0.28,,0.682,142,55,,,,56,200,,47,,,56,200
Johnny Ezersky,1950,7.648148148148148,1.5925925925925926,,,,0.294,0.294,0.294,,0.694,413,86,,,,143,487,,54,,,143,487
Bob Feerick,1950,8.05,2.1166666666666667,,,,0.344,0.344,0.344,,0.799,483,127,,,,172,500,,60,,,172,500
George Feigenbaum,1950,3.0,0.8333333333333334,,,,0.246,0.246,0.246,,0.444,36,10,,,,14,57,,12,,,14,57
Arnie Ferrin,1950,5.396825396825397,1.507936507936508,,,,0.333,0.333,0.333,,0.697,340,95,,,,132,396,,63,,,132,396
Jerry Fleishman,1950,4.569230769230769,1.8153846153846154,,,,0.289,0.289,0.289,,0.616,297,118,,,,102,353,,65,,,102,353
Joe Fulks*,1950,14.191176470588236,0.8235294117647058,,,,0.278,0.278,0.278,,0.696,965,56,,,,336,1209,,68,,,336,1209
Bill Gabor,1950,10.875,1.9285714285714286,,,,0.337,0.337,0.337,,0.689,609,108,,,,226,671,,56,,,226,671
Elmer Gainer,1950,1.6,0.4666666666666667,,,,0.257,0.257,0.257,,0.75,24,7,,,,9,35,,15,,,9,35
Harry Gallatin*,1950,11.808823529411764,0.8235294117647058,,,,0.396,0.396,0.396,,0.757,803,56,,,,263,664,,68,,,263,664
Vern Gardner,1950,13.53968253968254,1.8888888888888888,,,,0.342,0.342,0.342,,0.767,853,119,,,,313,916,,63,,,313,916
Frank Gates,1950,4.484375,1.421875,,,,0.281,0.281,0.281,,0.622,287,91,,,,113,402,,64,,,113,402
Dee Gibson,1950,6.386363636363637,2.8636363636363638,,,,0.314,0.314,0.314,,0.718,281,126,,,,77,245,,44,,,77,245
Hoot Gibson,1950,5.5,1.15625,,,,0.344,0.344,0.344,,0.656,176,37,,,,67,195,,32,,,67,195
Chuck Gilmur,1950,6.147058823529412,1.588235294117647,,,,0.335,0.335,0.335,,0.68,418,108,,,,127,379,,68,,,127,379
Normie Glick,1950,2.0,0.0,,,,1.0,1.0,1.0,,,2,0,,,,1,1,,1,,,1,1
Paul Gordon,1950,0.75,0.75,,,,0.0,0.0,0.0,,0.6,3,3,,,,0,6,,4,,,0,6
Joe Graboski,1950,3.56140350877193,0.6491228070175439,,,,0.304,0.304,0.304,,0.596,203,37,,,,75,247,,57,,,75,247
Bud Grant,1950,2.6,0.5428571428571428,,,,0.365,0.365,0.365,,0.412,91,19,,,,42,115,,35,,,42,115
Don Grate,1950,2.0,1.5,,,,0.167,0.167,0.167,,1.0,4,3,,,,1,6,,2,,,1,6
Alex Groza,1950,23.375,2.53125,,,,0.478,0.478,0.478,,0.729,1496,162,,,,521,1090,,64,,,521,1090
Al Guokas,1950,3.754385964912281,1.6666666666666667,,,,0.311,0.311,0.311,,0.56,214,95,,,,93,299,,57,,,93,299
Robert Hahn,1950,1.0,0.1,,,,0.308,0.308,0.308,,0.286,10,1,,,,4,13,,10,,,4,13
Chick Halbert,1950,4.823529411764706,1.3088235294117647,,,,0.38,0.38,0.38,,0.64,328,89,,,,108,284,,68,,,108,284
Bruce Hale,1950,10.265625,3.53125,,,,0.353,0.353,0.353,,0.782,657,226,,,,217,614,,64,,,217,614
Dale Hamilton,1950,1.7857142857142858,1.2142857142857142,,,,0.242,0.242,0.242,,0.474,25,17,,,,8,33,,14,,,8,33
Alex Hannum*,1950,7.53125,2.015625,,,,0.363,0.363,0.363,,0.688,482,129,,,,177,488,,64,,,177,488
John Hargis,1950,10.716666666666667,1.7,,,,0.405,0.405,0.405,,0.711,643,102,,,,223,550,,60,,,223,550
Bob Harris,1950,7.67741935483871,2.0806451612903225,,,,0.361,0.361,0.361,,0.628,476,129,,,,168,465,,62,,,168,465
Bob Harrison,1950,4.545454545454546,1.9848484848484849,,,,0.359,0.359,0.359,,0.676,300,131,,,,125,348,,66,,,125,348
Billy Hassett,1950,4.533333333333333,2.283333333333333,,,,0.278,0.278,0.278,,0.646,272,137,,,,84,302,,60,,,84,302
Marshall Hawkins,1950,3.8974358974358974,1.3076923076923077,,,,0.282,0.282,0.282,,0.689,152,51,,,,55,195,,39,,,55,195
Bill Henry,1950,4.698412698412699,0.7619047619047619,,,,0.32,0.32,0.32,,0.67,296,48,,,,89,278,,63,,,89,278
Bill Herman,1950,4.3076923076923075,1.1538461538461537,,,,0.385,0.385,0.385,,0.545,56,15,,,,25,65,,13,,,25,65
Kleggie Hermsen,1950,8.134328358208956,1.462686567164179,,,,0.319,0.319,0.319,,0.619,545,98,,,,196,615,,67,,,196,615
Sonny Hertzberg,1950,10.191176470588236,2.9411764705882355,,,,0.318,0.318,0.318,,0.749,693,200,,,,275,865,,68,,,275,865
Paul Hoffman,1950,14.433333333333334,2.683333333333333,,,,0.341,0.341,0.341,,0.665,866,161,,,,312,914,,60,,,312,914
Joe Holland,1950,6.0625,2.03125,,,,0.32,0.32,0.32,,0.69,388,130,,,,145,453,,64,,,145,453
Red Holzman*,1950,8.176470588235293,2.9411764705882355,,,,0.33,0.33,0.33,,0.686,556,200,,,,206,625,,68,,,206,625
Gene James,1950,1.793103448275862,0.6896551724137931,,,,0.297,0.297,0.297,,0.452,52,20,,,,19,64,,29,,,19,64
Howie Janotta,1950,3.4444444444444446,0.4444444444444444,,,,0.3,0.3,0.3,,0.813,31,4,,,,9,30,,9,,,9,30
Tony Jaros,1950,3.9344262295081966,0.9836065573770492,,,,0.291,0.291,0.291,,0.75,240,60,,,,84,289,,61,,,84,289
Buddy Jeannette*,1950,5.216216216216216,2.5135135135135136,,,,0.284,0.284,0.284,,0.82,193,93,,,,42,148,,37,,,42,148
Arnie Johnson,1950,7.323529411764706,2.073529411764706,,,,0.396,0.396,0.396,,0.68,498,141,,,,149,376,,68,,,149,376
Ralph Johnson,1950,8.805970149253731,2.5522388059701493,,,,0.312,0.312,0.312,,0.806,590,171,,,,243,779,,67,,,243,779
Wah Wah,1950,12.516666666666667,3.2333333333333334,,,,0.374,0.374,0.374,,0.751,751,194,,,,264,706,,60,,,264,706
Noble Jorgensen,1950,13.037037037037036,1.6666666666666667,,,,0.353,0.353,0.353,,0.766,704,90,,,,218,618,,54,,,218,618
George Kaftan,1950,9.709090909090909,2.6363636363636362,,,,0.372,0.372,0.372,,0.654,534,145,,,,199,535,,55,,,199,535
Leo Katkaveck,1950,4.37037037037037,1.2592592592592593,,,,0.306,0.306,0.306,,0.607,236,68,,,,101,330,,54,,,101,330
Jack Kerris,1950,7.102941176470588,1.7352941176470589,,,,0.326,0.326,0.326,,0.65,483,118,,,,157,481,,68,,,157,481
Bob Kinney,1950,11.116666666666667,1.6666666666666667,,,,0.375,0.375,0.375,,0.628,667,100,,,,233,621,,60,,,233,621
Walt Kirk,1950,6.017241379310345,1.7758620689655173,,,,0.269,0.269,0.269,,0.718,349,103,,,,97,361,,58,,,97,361
Leo Klier,1950,6.893939393939394,1.8333333333333333,,,,0.304,0.304,0.304,,0.742,455,121,,,,157,516,,66,,,157,516
Duane Klueh,1950,9.134615384615385,1.75,,,,0.384,0.384,0.384,,0.707,475,91,,,,159,414,,52,,,159,414
Lee Knorek,1950,0.0,0.0,,,,0.0,0.0,0.0,,,0,0,,,,0,2,,1,,,0,2
Milo Komenich,1950,9.90625,1.9375,,,,0.283,0.283,0.283,,0.584,634,124,,,,244,861,,64,,,244,861
Leo Kubiak,1950,11.451612903225806,3.2419354838709675,,,,0.326,0.326,0.326,,0.814,710,201,,,,259,794,,62,,,259,794
Frank Kudelka,1950,6.661538461538462,2.0307692307692307,,,,0.326,0.326,0.326,,0.636,433,132,,,,172,528,,65,,,172,528
Walt Lautenbach,1950,4.327272727272727,1.3272727272727274,,,,0.301,0.301,0.301,,0.691,238,73,,,,100,332,,55,,,100,332
Tony Lavelli,1950,8.785714285714286,0.7142857142857143,,,,0.372,0.372,0.372,,0.853,492,40,,,,162,436,,56,,,162,436
Ed Leede,1950,8.921875,2.03125,,,,0.343,0.343,0.343,,0.706,571,130,,,,174,507,,64,,,174,507
Andrew Levane,1950,5.533333333333333,2.6,,,,0.333,0.333,0.333,,0.635,332,156,,,,139,418,,60,,,139,418
Freddie Lewis,1950,3.4411764705882355,0.7352941176470589,,,,0.25,0.25,0.25,,0.781,117,25,,,,46,184,,34,,,46,184
Ron Livingstone,1950,8.296296296296296,2.611111111111111,,,,0.282,0.282,0.282,,0.689,448,141,,,,163,579,,54,,,163,579
John Logan,1950,12.17741935483871,3.870967741935484,,,,0.331,0.331,0.331,,0.783,755,240,,,,251,759,,62,,,251,759
Ray Lumpp,1950,4.620689655172414,1.5517241379310345,,,,0.322,0.322,0.322,,0.796,268,90,,,,91,283,,58,,,91,283
Ed Macauley*,1950,16.134328358208954,2.985074626865672,,,,0.398,0.398,0.398,,0.718,1081,200,,,,351,882,,67,,,351,882
Johnny Macknowski,1950,7.440677966101695,1.1016949152542372,,,,0.333,0.333,0.333,,0.736,439,65,,,,154,463,,59,,,154,463
John Mahnken,1950,5.5,1.7419354838709677,,,,0.267,0.267,0.267,,0.67,341,108,,,,132,495,,62,,,132,495
John Mandic,1950,2.64,0.32,,,,0.293,0.293,0.293,,0.688,66,8,,,,22,75,,25,,,22,75
Slater Martin*,1950,4.044776119402985,2.208955223880597,,,,0.351,0.351,0.351,,0.634,271,148,,,,106,302,,67,,,106,302
